#{"t_start": 1764906598.013706, "env_id": "None"}
r,l,t,success,semi_success
-45.840287,292,2.799823,False,False
-45.586791,293,4.229826,False,False
-46.343308,291,5.987472,False,False
-45.441431,291,7.602487,False,False
-45.607643,291,8.922736,False,False
-46.413209,290,10.332718,False,False
-45.777589,293,11.650249,False,False
-45.510808,291,13.013932,False,False
-46.128752,292,14.793344,False,False
-46.211452,290,16.167499,False,False
-46.486404,290,17.508686,False,False
-45.663254,290,18.851656,False,False
-46.442204,292,20.192171,False,False
-46.663157,288,21.834813,False,False
-45.809589,294,23.249535,False,False
-46.188035,294,24.614408,False,False
-45.707963,292,26.119886,False,False
-46.113547,293,27.748615,False,False
-46.310875,291,29.4734,False,False
-45.599498,292,31.273126,False,False
-45.924961,290,32.83479,False,False
-46.080155,290,34.759983,False,False
-46.05737,288,36.208864,False,False
-45.808513,289,37.630798,False,False
-45.919598,293,39.432214,False,False
-45.894101,292,41.331952,False,False
-45.926517,293,42.743593,False,False
-46.11675,291,44.188158,False,False
-46.346926,289,46.141268,False,False
-45.766457,291,47.571491,False,False
-46.057432,293,49.03162,False,False
-45.356194,291,50.858253,False,False
-46.168849,291,52.355323,False,False
-45.767847,293,54.079488,False,False
-45.785019,295,56.075687,False,False
-46.083927,294,57.950045,False,False
-46.294483,290,59.982971,False,False
-45.589859,291,61.772736,False,False
-45.926044,292,63.552281,False,False
-46.199328,293,65.017695,False,False
-46.316064,292,66.755687,False,False
-46.49242,291,68.409459,False,False
-45.265471,290,69.939859,False,False
-46.488449,291,71.559139,False,False
-45.411458,291,72.862415,False,False
-45.772669,294,74.496898,False,False
-45.80469,292,75.840543,False,False
-45.462158,293,77.504239,False,False
-46.239809,290,78.837547,False,False
-46.226911,294,80.396496,False,False
-46.234489,291,81.780725,False,False
-45.195324,294,83.325615,False,False
-46.229672,290,85.280096,False,False
-46.075147,294,86.793423,False,False
-45.401974,291,88.316059,False,False
-46.536482,288,89.722071,False,False
-46.383217,288,91.16469,False,False
-45.268792,293,92.515835,False,False
-45.968395,292,94.051971,False,False
-95.952345,292,95.449216,False,False
-45.493973,295,96.996029,False,False
-45.850008,296,98.32438,False,False
-46.337129,290,99.818179,False,False
-46.380198,291,101.307704,False,False
-45.639249,291,102.613878,False,False
-45.512705,290,104.019232,False,False
-46.192624,292,105.526935,False,False
-46.579997,290,106.951732,False,False
-45.849011,293,108.629115,False,False
-46.086196,293,110.221113,False,False
-46.392939,290,111.771548,False,False
-46.436471,290,113.224744,False,False
-45.984156,291,114.610368,False,False
-45.510479,292,116.470986,False,False
-46.59998,290,117.809469,False,False
-46.311656,290,119.127118,False,False
-96.628329,287,120.626355,False,False
-45.712044,294,121.967121,False,False
-46.344498,292,123.325876,False,False
-45.830049,293,124.857351,False,False
-46.049452,292,126.249567,False,False
-46.267769,293,127.810841,False,False
-45.649849,295,129.168125,False,False
-46.041438,292,130.732899,False,False
-46.12382,290,132.389837,False,False
-46.487324,291,133.947479,False,False
-45.84791,294,135.807333,False,False
-45.657858,293,137.302523,False,False
-46.34252,290,138.70749,False,False
-45.076416,292,140.124207,False,False
-95.879518,294,141.724987,False,False
-46.479159,291,143.09497,False,False
-95.780373,291,144.402892,False,False
-45.918723,291,145.705495,False,False
-96.017354,291,147.179424,False,False
-45.976724,293,148.646698,False,False
-46.15833,295,150.047277,False,False
-45.290302,296,151.612289,False,False
-46.799977,289,153.32819,False,False
-46.228473,292,154.656893,False,False
-46.772769,288,156.148895,False,False
-95.740985,292,157.696479,False,False
-46.107712,291,159.556572,False,False
-46.716712,287,161.029059,False,False
-45.997609,291,162.501022,False,False
-45.965969,289,163.938825,False,False
-46.498623,291,165.248037,False,False
-46.211251,293,166.769434,False,False
-46.012269,295,168.159164,False,False
-45.958834,292,169.758001,False,False
-45.864372,294,171.099988,False,False
-45.64874,291,172.494674,False,False
-46.580562,287,173.967588,False,False
-46.457768,293,175.321921,False,False
-46.195681,290,176.814281,False,False
-45.352664,297,178.21584,False,False
-45.962896,292,179.727178,False,False
-46.017058,291,181.104501,False,False
-46.369154,290,182.933373,False,False
-46.392853,293,184.843653,False,False
-46.218392,294,186.352285,False,False
-45.773987,291,187.639793,False,False
-46.435556,291,189.468521,False,False
-46.629816,291,190.786141,False,False
-45.82355,292,192.31753,False,False
-45.544623,292,193.68552,False,False
-46.763871,289,195.203734,False,False
-96.190168,290,196.653796,False,False
-46.484579,289,197.951376,False,False
-45.626676,291,199.575339,False,False
-45.006177,294,200.931675,False,False
-46.112073,293,202.432064,False,False
-45.723295,291,203.811157,False,False
-95.75647,287,205.451665,False,False
-45.574026,292,206.843366,False,False
-45.851887,293,208.372424,False,False
-96.031843,295,210.222167,False,False
-46.54238,291,211.640564,False,False
-45.204935,294,213.024526,False,False
-46.580231,289,214.611888,False,False
-46.447142,290,215.956655,False,False
-46.872825,289,217.461539,False,False
-45.937781,292,218.758969,False,False
-96.374244,292,220.14104,False,False
-45.906949,296,221.699002,False,False
-46.835186,287,222.974006,False,False
-46.098049,295,224.59979,False,False
-45.471298,294,225.965694,False,False
-46.341139,289,227.634975,False,False
-95.938112,288,228.960049,False,False
-45.950046,293,230.550171,False,False
-46.254542,292,232.066765,False,False
-46.598005,290,233.536907,False,False
-46.15081,294,235.544826,False,False
-46.311843,294,237.092686,False,False
-46.338103,291,238.508867,False,False
-46.782181,287,239.950217,False,False
-45.717632,294,241.49074,False,False
-46.551785,289,242.952957,False,False
-46.977003,286,244.286524,False,False
-46.757486,290,245.939735,False,False
-46.420441,293,247.301459,False,False
-46.436063,289,248.84819,False,False
-46.662138,291,250.232366,False,False
-96.673803,289,251.844736,False,False
-45.783222,288,253.160014,False,False
-46.025736,290,254.728455,False,False
-45.591768,291,256.192871,False,False
-46.780557,289,257.93578,False,False
-46.303866,289,259.757479,False,False
-46.549771,291,261.523181,False,False
-45.040257,295,263.219004,False,False
-46.607681,289,264.618133,False,False
-46.483449,291,266.063199,False,False
-96.039577,293,267.484702,False,False
-45.880562,293,269.111986,False,False
-46.449161,288,270.452777,False,False
-45.525671,293,271.794505,False,False
-46.009708,293,273.186856,False,False
-47.093992,286,274.709483,False,False
-46.298316,293,276.233968,False,False
-46.499258,288,277.822081,False,False
-46.358154,293,279.454367,False,False
-46.205958,293,280.77543,False,False
-46.656199,289,282.774838,False,False
-46.098305,287,284.574809,False,False
-45.818237,291,286.70814,False,False
-46.877593,287,288.482071,False,False
-46.238918,287,290.01528,False,False
-46.227356,288,291.754714,False,False
-46.138886,283,293.293,False,False
-46.287374,296,294.749278,False,False
-46.951923,287,296.318142,False,False
-45.463499,296,297.692064,False,False
-46.11411,290,299.328137,False,False
-45.686469,296,300.897154,False,False
-46.014246,296,302.531913,False,False
-46.547425,291,303.915703,False,False
-46.98451,287,305.290083,False,False
-46.261996,287,306.849529,False,False
-45.121433,294,308.181962,False,False
-46.388758,291,309.735045,False,False
-46.371764,295,311.741092,False,False
-44.874693,296,313.265365,False,False
-46.528782,286,314.615346,False,False
-45.372699,297,316.516474,False,False
-46.155964,295,317.908365,False,False
-46.019122,287,319.494315,False,False
-46.326473,290,321.06156,False,False
-45.425029,292,322.454621,False,False
-46.531637,293,323.803079,False,False
-45.588996,299,325.533436,False,False
-46.850322,286,326.903891,False,False
-46.427887,292,328.537967,False,False
-45.736011,293,329.921707,False,False
-46.678642,288,331.629671,False,False
-45.691856,293,333.021208,False,False
-45.993406,293,334.926182,False,False
-46.649666,291,336.900233,False,False
-46.096275,294,338.526766,False,False
-46.322899,291,340.01065,False,False
-46.340217,293,341.510765,False,False
-45.613544,299,343.322142,False,False
-45.677926,295,344.729791,False,False
-46.923844,285,346.308062,False,False
-46.199637,293,347.734534,False,False
-46.361338,292,349.400737,False,False
-96.455973,292,350.892103,False,False
-46.528358,292,352.561277,False,False
-46.015143,294,354.229539,False,False
-45.484617,291,355.569705,False,False
-46.521756,292,356.920231,False,False
-46.216077,293,358.307771,False,False
-46.784901,291,360.049799,False,False
-45.558139,299,361.560195,False,False
-45.857045,293,363.313694,False,False
-46.274017,288,365.021545,False,False
-45.221483,296,366.643804,False,False
-46.477529,291,368.191457,False,False
-45.537041,293,369.582457,False,False
