#{"t_start": 1764906282.3004632, "env_id": "None"}
r,l,t,success,semi_success
-89.748637,303,4.488849,False,False
-41.057738,341,8.877452,False,False
-41.568377,339,12.933858,False,False
-91.964821,297,16.01607,False,False
-92.323619,310,20.088576,False,False
-41.537081,327,25.299098,False,False
-41.579126,335,30.294615,False,False
-91.432369,297,33.588154,False,False
-89.724993,293,37.667503,False,False
-91.15813,287,41.215509,False,False
-90.555562,316,46.477033,False,False
-41.415219,339,51.675349,False,False
-91.215774,301,55.020647,False,False
-89.64221,323,58.897369,False,False
-89.373623,292,62.872589,False,False
-90.655748,298,67.642819,False,False
-88.741352,325,72.090289,False,False
-41.124823,346,76.282711,False,False
-92.750406,301,80.138798,False,False
-38.870718,348,84.295258,False,False
-91.773631,294,88.318151,False,False
-41.161409,352,93.063555,False,False
-39.163292,336,98.07115,False,False
-37.227032,349,102.60798,False,False
-91.692886,328,107.572601,False,False
-40.071163,351,113.247454,False,False
-91.008176,346,118.677432,False,False
-92.035647,308,123.059443,False,False
-40.646571,344,127.255207,False,False
-86.485939,327,131.295703,False,False
-91.630481,296,136.200797,False,False
-39.585013,353,140.863235,False,False
-39.831084,351,146.082163,False,False
-91.968703,302,150.302537,False,False
-39.715522,355,154.372028,False,False
-40.794795,349,160.109316,False,False
-41.023799,345,164.384519,False,False
-90.950467,309,168.281507,False,False
-90.914792,302,172.66788,False,False
-88.964523,345,176.85658,False,False
-38.973822,368,182.204622,False,False
-91.251544,334,186.779339,False,False
-90.042096,334,190.95992,False,False
-89.041931,344,195.664017,False,False
-88.792321,298,199.09481,False,False
-38.671904,375,204.798535,False,False
-38.66612,367,209.893923,False,False
-89.847064,351,214.11599,False,False
-89.495663,358,218.756455,False,False
-88.268114,370,223.715074,False,False
-86.801903,391,229.572732,False,False
-86.604061,335,233.5521,False,False
-89.014834,335,238.153357,False,False
-88.430409,353,243.121594,False,False
-87.631313,345,247.463954,False,False
-87.997424,320,252.778808,False,False
-33.229366,411,258.643963,False,False
-86.394311,345,263.255785,False,False
-85.736122,343,268.251349,False,False
-87.019978,335,274.515607,False,False
-86.463802,356,279.723023,False,False
-84.958897,346,285.789729,False,False
-85.779503,340,290.111873,False,False
-84.920374,343,294.565251,False,False
